Education,Industry,JobTitle,Location,ExperienceYears,Certifications,SalaryUSD,PreviousCompanies,Age,Gender,RemoteOnsite,CompanySize,AdditionalBenefits
PhD,Tech,Data Scientist,USA,11,4,418828,2,36,Female,Remote,2540,Bonus
Bachelors,Healthcare,Software Architect,India,9,4,106799,3,33,Male,Onsite,32221,None
Bachelors,Retail,Software Engineer,Sri Lanka,9,4,42646,4,31,Male,Onsite,5007,Bonus;StockOptions
Bachelors,Retail,Data Engineer,India,9,4,62349,7,37,Male,Remote,287,StockOptions
Bachelors,Tech,Senior Software Engineer,USA,16,4,357187,3,39,Male,Remote,49983,Bonus
Masters,Consulting,Software Engineer,Sri Lanka,14,0,26164,6,35,Female,Remote,1222,CommuterSupport;Retirement
Bachelors,Consulting,Fullstack Developer,Sweden,12,2,255451,5,37,Male,Remote,92965,FlexibleHours;Retirement
Bachelors,Finance,Data Scientist,UK,14,3,243273,4,40,Male,Hybrid,332,Retirement
Bachelors,Tech,Data Scientist,USA,7,2,284339,4,32,Male,Hybrid,1963,Retirement;StockOptions
Bachelors,Consulting,Senior Software Engineer,USA,6,5,260659,5,30,Female,Remote,54128,Bonus;Retirement
Masters,Consulting,Fullstack Developer,Germany,15,5,294758,4,41,Female,Onsite,16088,CommuterSupport;Retirement
PhD,Healthcare,Senior Software Engineer,Australia,5,5,154464,1,28,Male,Hybrid,13,Retirement
Bachelors,Finance,Data Scientist,Germany,0,0,174770,1,26,Male,Remote,327,CommuterSupport;Bonus
Bachelors,Finance,Data Scientist,USA,8,1,227529,3,35,Female,Remote,53,Retirement
Bachelors,Finance,Fullstack Developer,Sweden,2,5,115331,1,29,Male,Hybrid,21,HealthInsurance
Masters,Consulting,Senior Software Engineer,USA,14,1,173813,8,37,Male,Remote,10,Gym
Masters,Retail,Software Architect,USA,17,2,448010,6,42,Female,Remote,2002,Bonus;HealthInsurance
Bachelors,Consulting,Software Engineer,India,19,5,44946,3,43,Female,Onsite,144,Retirement
Masters,Consulting,Software Engineer,India,7,2,32738,3,30,Male,Onsite,56,None
Masters,Tech,Lead Engineer,India,4,3,76326,2,32,Male,Onsite,309,HealthInsurance;StockOptions
Diploma,Finance,Fullstack Developer,India,9,0,44953,2,34,Male,Remote,129,HealthInsurance
Bachelors,Finance,Software Engineer,India,15,3,71938,3,37,Female,Onsite,188898,CommuterSupport;Retirement
Bachelors,Healthcare,Fullstack Developer,USA,2,3,157861,1,25,Male,Remote,1014,Bonus
Bachelors,Finance,Data Scientist,Germany,13,2,235722,2,40,Male,Hybrid,166,Gym;Bonus
PhD,Consulting,Lead Engineer,UK,17,4,361743,6,38,Female,Onsite,1220,StockOptions;CommuterSupport
Masters,Tech,Software Engineer,Sweden,18,5,181217,7,42,Female,Remote,87,HealthInsurance
Masters,Healthcare,Data Engineer,Sweden,1,3,147679,2,29,Female,Remote,176,Gym;Bonus
Bachelors,Consulting,Software Engineer,UK,20,4,167265,4,47,Female,Remote,22160,FlexibleHours
Bachelors,Consulting,Senior Software Engineer,India,14,5,56609,8,36,Male,Remote,15,HealthInsurance
Bachelors,Healthcare,Fullstack Developer,Sri Lanka,12,0,26951,6,36,Male,Onsite,2493,HealthInsurance
Masters,Consulting,Senior Software Engineer,India,10,1,53025,9,34,Male,Hybrid,575,None
Bachelors,Consulting,Senior Software Engineer,Germany,6,5,134109,2,34,Female,Hybrid,31,FlexibleHours
Bachelors,Tech,Lead Engineer,India,11,4,66680,3,37,Male,Remote,16,FlexibleHours
Masters,Tech,Senior Software Engineer,India,14,4,51582,2,41,Male,Remote,11,Gym
Bachelors,Tech,Software Engineer,India,0,3,35423,0,23,Female,Hybrid,246,Bonus
Bachelors,Finance,Lead Engineer,India,2,5,67635,0,27,Male,Onsite,698,FlexibleHours
Bachelors,Healthcare,Senior Software Engineer,USA,5,2,183761,0,32,Male,Remote,528,Retirement
Masters,Tech,Senior Software Engineer,Sweden,10,5,269202,4,36,Female,Remote,10288,Retirement
Masters,Consulting,Software Engineer,Germany,0,3,129292,0,21,Male,Onsite,8692,Bonus
Diploma,Finance,Software Engineer,Sri Lanka,20,0,45463,7,45,Male,Remote,26203,StockOptions
Bachelors,Healthcare,Fullstack Developer,Australia,17,2,149930,8,39,Female,Onsite,116,Gym
Diploma,Tech,Lead Engineer,USA,0,2,237344,1,29,Male,Onsite,3935,Gym;StockOptions
PhD,Tech,Data Scientist,USA,0,2,220915,1,28,Male,Remote,40,CommuterSupport;HealthInsurance;Bonus
Masters,Healthcare,Data Scientist,USA,19,2,235511,9,40,Male,Onsite,52,None
Diploma,Tech,Data Engineer,Germany,12,4,274927,5,35,Male,Hybrid,47678,CommuterSupport
Bachelors,Healthcare,Senior Software Engineer,Sri Lanka,10,0,35720,4,35,Female,Remote,94287,CommuterSupport
Bachelors,Healthcare,Software Engineer,India,16,4,63563,14,42,Male,Onsite,51824,Bonus
Bachelors,Consulting,Senior Software Engineer,Germany,6,1,209574,6,31,Male,Remote,14657,CommuterSupport
Masters,Healthcare,Fullstack Developer,Sri Lanka,6,4,24575,3,32,Male,Onsite,10,Gym;Retirement
Masters,Retail,Data Scientist,USA,1,1,175648,3,26,Male,Remote,92,HealthInsurance
Masters,Tech,Data Engineer,India,15,0,52441,7,37,Male,Hybrid,18,CommuterSupport
Bachelors,Consulting,Data Engineer,USA,12,3,202574,4,41,Male,Remote,40,Gym
Bachelors,Finance,Data Scientist,India,1,2,52377,2,27,Male,Hybrid,78,HealthInsurance;Bonus
Bachelors,Retail,Software Engineer,India,3,0,32191,1,30,Female,Onsite,78643,CommuterSupport
Masters,Healthcare,Data Engineer,Australia,17,2,272972,6,46,Male,Remote,767,Retirement;HealthInsurance
Bachelors,Finance,Data Engineer,Australia,6,5,191483,1,34,Male,Onsite,126,CommuterSupport
Diploma,Finance,Software Engineer,Sweden,9,2,174807,7,34,Male,Onsite,187380,HealthInsurance;StockOptions
Bachelors,Finance,Fullstack Developer,USA,15,3,409348,13,40,Male,Onsite,145644,StockOptions
Bachelors,Finance,Software Engineer,USA,10,0,170035,4,36,Female,Remote,163,HealthInsurance
PhD,Consulting,Software Engineer,Australia,16,4,199523,7,45,Male,Remote,834,HealthInsurance;Bonus
Bachelors,Consulting,Senior Software Engineer,Australia,20,4,199839,4,45,Male,Onsite,128,Bonus
Bachelors,Finance,Software Engineer,USA,4,4,188783,1,26,Male,Hybrid,8455,Bonus
Bachelors,Retail,Senior Software Engineer,Germany,14,0,202875,5,42,Male,Remote,28861,CommuterSupport
Bachelors,Tech,Software Engineer,UK,4,5,122158,3,29,Female,Remote,417,None
Diploma,Tech,Senior Software Engineer,India,3,4,62377,1,26,Male,Remote,53538,HealthInsurance;FlexibleHours
Masters,Consulting,Senior Software Engineer,Australia,3,0,122941,1,25,Female,Hybrid,26,FlexibleHours
Bachelors,Retail,Data Scientist,India,7,5,48286,5,31,Female,Hybrid,37,FlexibleHours
Masters,Retail,Fullstack Developer,Australia,13,4,233241,3,38,Male,Onsite,1729,HealthInsurance
Bachelors,Healthcare,Data Scientist,USA,16,1,221017,11,42,Male,Hybrid,88,FlexibleHours
Masters,Consulting,Fullstack Developer,UK,10,5,271543,7,37,Female,Onsite,76110,HealthInsurance
Diploma,Retail,Fullstack Developer,Germany,5,4,95888,1,31,Male,Onsite,113,Retirement
PhD,Retail,Fullstack Developer,Sweden,11,2,208698,2,37,Female,Onsite,2138,Retirement
Bachelors,Tech,Software Engineer,India,8,5,42831,3,34,Male,Remote,36,Retirement
Bachelors,Retail,Senior Software Engineer,Sweden,18,5,237623,4,39,Female,Remote,3517,CommuterSupport
Bachelors,Retail,Software Architect,Sweden,5,2,243813,4,30,Female,Remote,658,CommuterSupport
Masters,Finance,Software Engineer,Sri Lanka,4,3,39069,2,26,Male,Remote,195074,Retirement;CommuterSupport
Bachelors,Tech,Software Engineer,Germany,16,3,137772,8,40,Male,Remote,95,Retirement
Bachelors,Tech,Data Engineer,India,12,4,99152,8,39,Male,Remote,42292,HealthInsurance;Gym
Diploma,Finance,Software Architect,USA,12,1,353824,7,41,Female,Remote,730,FlexibleHours;Bonus;CommuterSupport
Bachelors,Tech,Fullstack Developer,UK,12,3,219704,4,36,Male,Onsite,834,Bonus;CommuterSupport
Bachelors,Healthcare,Fullstack Developer,USA,4,0,142644,4,30,Female,Remote,566,None
Bachelors,Healthcare,Senior Software Engineer,Germany,13,2,232173,3,40,Male,Hybrid,5525,StockOptions
Bachelors,Consulting,Data Engineer,USA,18,2,242481,10,43,Female,Remote,235,None
Bachelors,Tech,Fullstack Developer,UK,16,0,262969,11,40,Male,Remote,36337,FlexibleHours;HealthInsurance
Bachelors,Tech,Fullstack Developer,India,18,4,65246,8,47,Male,Onsite,2406,HealthInsurance
Bachelors,Healthcare,Data Engineer,Sweden,13,0,284077,3,37,Non-binary,Hybrid,18663,HealthInsurance
Bachelors,Consulting,Fullstack Developer,UK,20,3,131182,6,45,Male,Onsite,13,Retirement
Masters,Consulting,Software Engineer,USA,12,5,168189,4,37,Male,Hybrid,52,Retirement;FlexibleHours
Bachelors,Healthcare,Data Scientist,USA,8,4,322914,4,34,Female,Onsite,14647,Gym;Retirement;FlexibleHours
Masters,Healthcare,Software Architect,UK,3,2,257890,1,31,Male,Remote,1641,CommuterSupport
Bachelors,Finance,Software Engineer,Germany,15,3,204766,3,38,Female,Remote,1941,CommuterSupport;StockOptions;Retirement
Bachelors,Consulting,Senior Software Engineer,USA,11,1,157807,4,33,Male,Remote,11,CommuterSupport;Bonus
Diploma,Consulting,Software Architect,USA,16,1,271607,5,44,Male,Hybrid,28,Retirement;Bonus
Bachelors,Finance,Lead Engineer,USA,2,5,252365,1,25,Female,Remote,628,Gym;CommuterSupport
Bachelors,Healthcare,Software Engineer,USA,6,2,158063,3,29,Female,Onsite,4669,Retirement
PhD,Finance,Data Scientist,India,5,2,59384,2,30,Male,Remote,14,Bonus
Masters,Finance,Senior Software Engineer,Germany,7,0,272652,2,33,Male,Onsite,7385,Gym;StockOptions
Bachelors,Retail,Lead Engineer,India,11,3,94389,2,39,Male,Remote,9054,StockOptions;HealthInsurance
Bachelors,Consulting,Data Engineer,India,10,0,49610,5,31,Male,Onsite,187,Retirement
Masters,Healthcare,Fullstack Developer,India,5,1,73044,1,27,Male,Remote,75218,Gym;Bonus
PhD,Retail,Software Architect,India,13,5,137434,5,37,Male,Remote,16542,StockOptions
Bachelors,Retail,Data Engineer,UK,13,0,153730,6,38,Male,Onsite,35,Retirement
Bachelors,Retail,Data Scientist,India,9,2,61981,2,35,Female,Onsite,443,StockOptions
Bachelors,Healthcare,Software Engineer,UK,14,2,103602,7,35,Male,Remote,65,FlexibleHours
Bachelors,Finance,Software Architect,USA,0,5,288207,1,23,Female,Hybrid,2350,CommuterSupport
Bachelors,Healthcare,Software Engineer,Sri Lanka,6,3,18867,3,33,Male,Hybrid,30,FlexibleHours
Bachelors,Consulting,Software Architect,India,10,3,67144,1,31,Male,Remote,30,FlexibleHours
Bachelors,Consulting,Software Engineer,Germany,10,0,154588,7,38,Female,Remote,8412,Gym
Bachelors,Finance,Fullstack Developer,India,8,0,54425,5,32,Male,Remote,3620,None
Diploma,Healthcare,Fullstack Developer,India,7,4,56328,5,32,Female,Remote,1520,StockOptions
Bachelors,Finance,Senior Software Engineer,Sri Lanka,3,4,38273,2,25,Male,Remote,17,StockOptions;HealthInsurance
Bachelors,Finance,Software Engineer,Australia,16,1,128458,5,38,Male,Remote,14,Bonus;HealthInsurance
Bachelors,Healthcare,Senior Software Engineer,UK,20,3,182376,7,44,Male,Remote,50,Gym;Retirement;Bonus
Diploma,Consulting,Software Engineer,UK,0,2,125363,1,24,Female,Hybrid,155130,StockOptions;CommuterSupport;HealthInsurance
Masters,Healthcare,Data Engineer,UK,2,5,218886,0,28,Male,Remote,4413,HealthInsurance;StockOptions
Masters,Consulting,Fullstack Developer,India,3,2,38650,4,25,Male,Onsite,78,None
Bachelors,Tech,Software Engineer,Sri Lanka,10,3,38213,2,35,Male,Remote,56,StockOptions
Masters,Tech,Data Engineer,USA,12,1,360686,2,35,Male,Onsite,7023,Gym
Bachelors,Tech,Software Engineer,Germany,18,5,219472,5,44,Female,Remote,178910,Gym
Bachelors,Retail,Software Engineer,UK,3,3,98770,3,30,Female,Remote,1003,None
Masters,Consulting,Senior Software Engineer,Germany,5,1,144311,3,29,Male,Remote,66,None
Masters,Consulting,Senior Software Engineer,India,2,0,44897,0,27,Female,Onsite,3883,Retirement
Masters,Healthcare,Software Engineer,Australia,13,1,177315,8,38,Female,Onsite,2391,CommuterSupport;HealthInsurance
PhD,Consulting,Data Engineer,Germany,0,1,130457,1,26,Male,Remote,26,None
Diploma,Healthcare,Fullstack Developer,India,6,5,51089,4,35,Male,Remote,1703,Bonus
Bachelors,Retail,Senior Software Engineer,Australia,15,0,184042,2,39,Female,Remote,462,CommuterSupport
Bachelors,Healthcare,Fullstack Developer,USA,5,2,262000,4,31,Female,Remote,51699,FlexibleHours;HealthInsurance
Bachelors,Tech,Software Engineer,UK,8,2,107137,4,30,Female,Onsite,117,Gym
PhD,Healthcare,Lead Engineer,UK,11,4,223836,3,36,Female,Remote,26,Gym;FlexibleHours
Bachelors,Healthcare,Fullstack Developer,India,19,5,64470,6,44,Female,Remote,72,Bonus;Retirement;Gym
PhD,Healthcare,Data Engineer,India,20,4,87638,3,46,Female,Remote,349,Bonus
Bachelors,Consulting,Fullstack Developer,India,14,2,68326,3,39,Male,Onsite,754,FlexibleHours;CommuterSupport;StockOptions
Bachelors,Finance,Fullstack Developer,Germany,2,4,96658,1,26,Male,Onsite,14,HealthInsurance
Bachelors,Finance,Software Engineer,UK,17,0,166859,4,40,Male,Remote,8008,FlexibleHours;HealthInsurance
Bachelors,Finance,Software Engineer,USA,12,5,144357,2,40,Female,Hybrid,14,None
PhD,Consulting,Data Scientist,India,19,5,120474,8,43,Female,Onsite,47859,HealthInsurance
Bachelors,Tech,Senior Software Engineer,USA,10,4,207783,3,38,Male,Remote,108,HealthInsurance;Retirement
Bachelors,Finance,Fullstack Developer,India,2,0,52654,1,25,Male,Hybrid,82711,FlexibleHours
Bachelors,Finance,Data Engineer,India,3,4,48913,1,28,Female,Onsite,260,CommuterSupport
Bachelors,Retail,Software Engineer,Australia,14,5,141106,1,38,Male,Onsite,773,Bonus
Bachelors,Retail,Senior Software Engineer,Germany,17,4,173929,2,43,Male,Remote,169,Gym;CommuterSupport
Bachelors,Tech,Lead Engineer,USA,5,2,178738,1,28,Male,Onsite,15,CommuterSupport
PhD,Healthcare,Fullstack Developer,UK,7,0,172289,0,35,Male,Onsite,772,None
Bachelors,Healthcare,Data Scientist,USA,5,2,249657,2,29,Female,Onsite,2273,StockOptions
Bachelors,Retail,Software Engineer,Australia,2,1,71041,1,29,Male,Onsite,10,StockOptions
Masters,Retail,Software Engineer,Germany,20,5,126174,3,45,Male,Hybrid,258,Gym
Bachelors,Tech,Senior Software Engineer,Sweden,4,5,153323,0,28,Male,Remote,60,Bonus
Bachelors,Tech,Software Engineer,Sweden,9,3,117613,2,36,Male,Onsite,156,FlexibleHours
Bachelors,Consulting,Senior Software Engineer,India,15,3,67947,4,39,Female,Onsite,1976,None
Bachelors,Healthcare,Software Engineer,Australia,11,2,96802,3,34,Male,Remote,14,Retirement
Masters,Consulting,Software Engineer,USA,20,3,257030,9,46,Male,Remote,7587,StockOptions;Gym
Bachelors,Finance,Software Engineer,India,1,1,44107,0,28,Male,Hybrid,639,Gym;StockOptions
Masters,Tech,Software Engineer,UK,17,3,211629,3,41,Male,Remote,23514,CommuterSupport
Diploma,Healthcare,Senior Software Engineer,USA,10,0,215714,3,37,Female,Remote,2740,HealthInsurance
Bachelors,Healthcare,Software Architect,India,2,0,89990,0,25,Male,Remote,131983,Bonus
Bachelors,Consulting,Software Engineer,India,17,4,41963,8,45,Male,Remote,72,CommuterSupport;Bonus
Bachelors,Retail,Fullstack Developer,USA,0,4,156558,1,25,Female,Onsite,1741,Bonus;Gym
Bachelors,Retail,Fullstack Developer,Sweden,1,5,148135,1,23,Male,Remote,17201,Gym
Masters,Tech,Senior Software Engineer,Sweden,1,5,146956,1,23,Female,Remote,34,StockOptions;Retirement
Masters,Retail,Software Architect,India,4,1,53072,5,29,Female,Onsite,23,HealthInsurance;FlexibleHours
Bachelors,Finance,Data Engineer,Sweden,6,4,208470,1,30,Female,Onsite,724,Retirement
Bachelors,Healthcare,Software Engineer,UK,17,1,192320,7,42,Female,Onsite,76304,Bonus;FlexibleHours
Bachelors,Retail,Software Engineer,Germany,14,5,189706,5,42,Male,Remote,106805,None
Masters,Tech,Senior Software Engineer,Sweden,6,1,243855,4,31,Male,Remote,1665,Bonus
Masters,Finance,Data Scientist,India,20,0,111803,4,48,Female,Hybrid,65072,FlexibleHours;HealthInsurance
Masters,Consulting,Software Engineer,UK,13,1,132270,6,35,Male,Onsite,126,StockOptions
Bachelors,Consulting,Senior Software Engineer,Australia,19,0,176344,10,43,Female,Remote,166,Gym
Masters,Finance,Lead Engineer,India,0,4,63644,2,21,Male,Onsite,605,CommuterSupport
Bachelors,Tech,Senior Software Engineer,India,20,3,65883,5,44,Female,Onsite,116,HealthInsurance;FlexibleHours
Bachelors,Consulting,Fullstack Developer,Germany,10,1,219137,6,35,Male,Remote,5551,Gym
Bachelors,Healthcare,Data Engineer,USA,18,5,297270,7,42,Non-binary,Remote,1374,FlexibleHours;HealthInsurance
Bachelors,Healthcare,Software Engineer,Australia,7,2,160803,7,29,Male,Remote,18935,None
Masters,Tech,Senior Software Engineer,India,13,3,78882,3,39,Male,Remote,18009,Gym
PhD,Tech,Fullstack Developer,UK,5,2,248869,0,28,Male,Remote,47370,HealthInsurance;Retirement;Bonus
Bachelors,Healthcare,Data Engineer,Sweden,3,1,223132,0,28,Male,Onsite,45196,HealthInsurance
Diploma,Tech,Senior Software Engineer,USA,3,4,214213,0,29,Male,Onsite,8090,Bonus;CommuterSupport
Bachelors,Finance,Fullstack Developer,India,8,1,59144,2,34,Female,Onsite,5206,Gym
Masters,Tech,Data Engineer,India,0,2,48740,2,28,Male,Remote,97,Bonus
PhD,Healthcare,Fullstack Developer,USA,0,3,239298,1,29,Male,Remote,65377,HealthInsurance
Bachelors,Retail,Software Engineer,USA,3,0,124207,1,30,Male,Remote,5400,FlexibleHours
Masters,Tech,Lead Engineer,India,9,0,77365,5,38,Male,Remote,359,CommuterSupport;Bonus
Bachelors,Consulting,Data Engineer,India,14,3,82171,9,40,Male,Hybrid,90949,FlexibleHours
Bachelors,Finance,Data Engineer,India,4,1,39321,2,27,Male,Remote,29,None
Masters,Finance,Data Scientist,India,8,4,105079,3,32,Female,Remote,18957,Bonus;FlexibleHours
PhD,Finance,Senior Software Engineer,Germany,2,4,266849,0,29,Male,Remote,23784,Gym
PhD,Consulting,Fullstack Developer,UK,4,3,226178,2,27,Male,Onsite,143879,FlexibleHours
Masters,Consulting,Fullstack Developer,USA,3,3,140805,4,28,Male,Hybrid,11,FlexibleHours;Gym
Bachelors,Finance,Software Engineer,Sri Lanka,6,2,22300,3,30,Male,Onsite,880,Retirement
Bachelors,Finance,Software Engineer,India,2,1,33874,2,30,Male,Hybrid,2932,FlexibleHours
Diploma,Finance,Data Scientist,Germany,14,2,179544,3,35,Male,Onsite,42,Gym
Bachelors,Tech,Senior Software Engineer,USA,13,1,180556,7,36,Male,Onsite,65,Gym
Masters,Consulting,Senior Software Engineer,India,1,0,72526,0,23,Female,Remote,57417,StockOptions
Bachelors,Healthcare,Data Engineer,USA,6,5,305136,5,27,Female,Remote,68997,FlexibleHours;Retirement
Masters,Tech,Senior Software Engineer,USA,14,2,239660,2,42,Male,Onsite,28,StockOptions
Bachelors,Healthcare,Data Engineer,India,11,2,86399,4,39,Male,Remote,119169,CommuterSupport
Diploma,Tech,Software Engineer,India,5,5,52716,0,28,Male,Hybrid,28521,Bonus
Masters,Tech,Lead Engineer,Sri Lanka,14,4,67116,2,41,Female,Onsite,31663,None
Diploma,Healthcare,Lead Engineer,USA,7,1,173512,3,28,Male,Remote,29,None
Bachelors,Finance,Fullstack Developer,India,8,3,68526,1,32,Female,Hybrid,55258,FlexibleHours
Masters,Healthcare,Fullstack Developer,Australia,10,2,141548,5,34,Male,Hybrid,21,None
Masters,Retail,Data Engineer,UK,5,3,177840,1,30,Male,Onsite,397,Retirement;Bonus
Masters,Consulting,Software Engineer,Germany,15,4,151301,5,42,Female,Remote,205,Retirement;HealthInsurance
Diploma,Retail,Senior Software Engineer,Sweden,16,0,168715,6,42,Female,Remote,1558,StockOptions;Gym
Bachelors,Tech,Lead Engineer,India,14,0,93349,3,40,Male,Onsite,21577,None
Bachelors,Healthcare,Software Engineer,UK,11,5,124934,8,34,Male,Hybrid,204,Retirement;Gym
Bachelors,Finance,Data Scientist,India,0,2,34401,0,26,Male,Onsite,16,Retirement;Gym
Bachelors,Finance,Software Engineer,UK,13,5,211844,3,39,Male,Remote,144999,StockOptions;Gym
Diploma,Retail,Fullstack Developer,USA,3,2,188711,4,27,Female,Remote,43946,StockOptions
Bachelors,Retail,Senior Software Engineer,Germany,20,4,264283,3,44,Female,Remote,28364,Bonus
Bachelors,Tech,Data Scientist,Australia,13,2,299088,8,38,Female,Onsite,1048,CommuterSupport
Bachelors,Consulting,Lead Engineer,Sri Lanka,20,2,48969,8,41,Male,Remote,1122,None
Bachelors,Tech,Fullstack Developer,Sri Lanka,4,0,26229,4,32,Male,Hybrid,29,Gym;StockOptions
Bachelors,Finance,Fullstack Developer,UK,11,1,212762,2,38,Female,Remote,1013,CommuterSupport;Retirement;HealthInsurance
Bachelors,Healthcare,Fullstack Developer,USA,12,0,299779,5,38,Non-binary,Remote,51762,Retirement;StockOptions
Bachelors,Retail,Software Engineer,India,19,1,39019,3,47,Male,Remote,254,FlexibleHours
Bachelors,Finance,Data Engineer,UK,7,4,214170,3,31,Female,Hybrid,1032,Retirement
Diploma,Tech,Software Architect,India,11,1,96027,2,37,Female,Remote,6689,CommuterSupport;Gym;Retirement
Bachelors,Consulting,Fullstack Developer,Germany,10,5,270287,4,35,Female,Remote,115813,Retirement
Bachelors,Healthcare,Software Architect,India,12,1,117149,2,34,Male,Onsite,12174,StockOptions;FlexibleHours
Diploma,Consulting,Senior Software Engineer,USA,14,5,172369,6,40,Male,Hybrid,30,None
Masters,Tech,Senior Software Engineer,India,5,1,67811,5,34,Female,Remote,25240,Retirement
Diploma,Tech,Fullstack Developer,USA,7,3,228828,1,29,Female,Hybrid,16628,Gym
Diploma,Finance,Senior Software Engineer,UK,14,1,255966,5,39,Male,Remote,71760,Retirement
Bachelors,Healthcare,Fullstack Developer,USA,13,5,233495,6,34,Male,Remote,340,Bonus
Masters,Tech,Lead Engineer,India,8,5,133666,2,33,Female,Hybrid,90944,StockOptions;Bonus
Bachelors,Finance,Software Engineer,Germany,18,5,226479,8,45,Male,Onsite,15184,Gym;CommuterSupport
Bachelors,Tech,Data Engineer,USA,15,1,238470,5,38,Male,Remote,141,Retirement
Masters,Finance,Software Engineer,USA,8,5,244814,5,32,Male,Remote,20081,Gym
Bachelors,Consulting,Data Engineer,Sweden,13,0,209138,4,39,Female,Onsite,610,None
Masters,Finance,Lead Engineer,India,2,1,52876,1,26,Male,Onsite,167,FlexibleHours
Masters,Consulting,Fullstack Developer,Australia,10,2,199642,5,35,Male,Remote,372,Retirement
Bachelors,Retail,Data Engineer,Sri Lanka,2,5,41718,1,25,Female,Hybrid,151279,Gym
PhD,Tech,Fullstack Developer,India,9,0,82218,2,32,Male,Onsite,6979,StockOptions;Bonus
Bachelors,Retail,Data Scientist,India,20,1,73850,5,48,Male,Onsite,732,Bonus
Bachelors,Healthcare,Senior Software Engineer,Sri Lanka,2,4,26832,1,28,Non-binary,Remote,1059,FlexibleHours
PhD,Retail,Data Engineer,India,16,3,86610,1,40,Male,Remote,1865,Bonus
Bachelors,Finance,Software Engineer,USA,0,5,171899,1,27,Female,Hybrid,73810,HealthInsurance;Retirement
Masters,Finance,Data Scientist,India,8,4,71546,2,32,Male,Remote,319,HealthInsurance
Bachelors,Healthcare,Data Engineer,Sweden,1,3,156171,0,22,Male,Remote,442,Bonus
Bachelors,Healthcare,Software Engineer,Sweden,15,1,108643,8,39,Male,Remote,22,Gym
Masters,Tech,Senior Software Engineer,Sri Lanka,3,0,28429,2,26,Male,Onsite,1059,Gym;HealthInsurance
Masters,Finance,Software Engineer,Australia,1,2,85547,2,29,Female,Hybrid,10,CommuterSupport
Bachelors,Healthcare,Senior Software Engineer,Sri Lanka,12,2,36915,4,37,Male,Onsite,3071,HealthInsurance;Bonus
Bachelors,Retail,Software Engineer,India,15,3,35343,4,40,Male,Hybrid,21,Bonus;CommuterSupport
PhD,Finance,Senior Software Engineer,UK,10,4,323697,6,36,Male,Remote,32250,Retirement
Bachelors,Healthcare,Software Engineer,Sweden,19,4,225075,6,44,Male,Onsite,23217,Retirement;StockOptions
PhD,Tech,Fullstack Developer,Sri Lanka,3,2,45178,2,29,Male,Remote,102685,Bonus;FlexibleHours;Retirement
Bachelors,Consulting,Fullstack Developer,USA,2,0,146314,1,25,Male,Remote,102,StockOptions
Masters,Finance,Software Engineer,Germany,14,0,178208,7,40,Female,Remote,300,StockOptions
Diploma,Finance,Fullstack Developer,USA,0,1,130547,0,27,Male,Hybrid,157,Bonus
Bachelors,Finance,Software Engineer,India,7,0,46800,1,32,Female,Onsite,1624,StockOptions
Masters,Finance,Software Engineer,USA,13,3,256510,7,37,Female,Remote,842,Bonus;Retirement
Masters,Consulting,Software Engineer,UK,3,5,149588,3,24,Male,Remote,121423,None
Masters,Consulting,Software Engineer,Germany,5,5,127491,2,28,Male,Onsite,416,StockOptions
Bachelors,Tech,Senior Software Engineer,USA,13,2,420722,7,41,Male,Onsite,159369,Bonus
Masters,Finance,Data Scientist,UK,3,5,290200,2,25,Male,Remote,26699,Bonus;FlexibleHours
Masters,Healthcare,Software Architect,UK,13,5,230532,6,41,Female,Remote,10,None
Masters,Retail,Senior Software Engineer,USA,10,0,215499,5,34,Male,Onsite,560,None
Masters,Finance,Fullstack Developer,Sweden,0,2,189944,1,27,Male,Remote,5469,None
Bachelors,Consulting,Fullstack Developer,India,15,4,57435,7,40,Male,Remote,526,HealthInsurance
Diploma,Tech,Software Engineer,USA,11,2,208773,3,35,Female,Remote,14794,Bonus
Bachelors,Finance,Software Engineer,Australia,13,5,134621,5,34,Female,Onsite,63,HealthInsurance;CommuterSupport
Bachelors,Tech,Fullstack Developer,India,4,4,49917,0,31,Female,Onsite,2115,FlexibleHours
Bachelors,Healthcare,Software Engineer,Germany,5,1,102481,2,29,Male,Hybrid,384,CommuterSupport
Bachelors,Healthcare,Data Scientist,UK,16,2,278702,7,40,Male,Onsite,14222,HealthInsurance
Bachelors,Healthcare,Software Engineer,Sri Lanka,12,2,30839,6,36,Male,Remote,55500,Gym
Bachelors,Healthcare,Fullstack Developer,USA,15,5,177114,10,41,Non-binary,Onsite,33,Bonus
Bachelors,Retail,Fullstack Developer,India,5,4,56364,1,31,Female,Onsite,1640,Gym;Retirement;StockOptions
Masters,Tech,Lead Engineer,India,15,0,95338,3,41,Male,Hybrid,2340,Bonus;StockOptions
Bachelors,Finance,Software Engineer,USA,15,0,263179,6,39,Female,Onsite,13990,Retirement
Bachelors,Retail,Software Engineer,USA,11,4,197787,4,37,Male,Onsite,35744,Bonus;Retirement
Bachelors,Finance,Fullstack Developer,UK,3,1,157927,3,28,Male,Hybrid,2887,Bonus
Bachelors,Consulting,Senior Software Engineer,India,15,5,86292,5,42,Male,Remote,10568,FlexibleHours;Retirement
Bachelors,Retail,Senior Software Engineer,USA,11,4,165971,7,39,Male,Remote,52,HealthInsurance;CommuterSupport
